"","folio","index","sex","ethnicity","birth_region","father_educ","mother_educ","father_ocup"
"402","0100100013308009830101",3.06732309160457,1,0,6,6,6,"08"
"403","0100100013308009830201",-2.32708929746534,0,0,6,0,6,"07"
"404","0100100013308009830202",2.44646812048221,0,0,6,6,6,"NT"
"405","0100100013308009830401",2.08115202087852,1,0,6,6,3,"07"
"406","0100100013308036830201",-0.458837976776266,0,0,6,2,6,"04"
"407","0100100013308036830301",2.88208495498646,1,0,6,0,9,"08"
"408","0100100013308036850101",-3.50136261710021,0,0,6,0,0,"99"
"409","0100100013312018890101",-0.629156739447867,1,0,6,9,0,"01"
"410","0100100013312018890102",-2.68166467397427,1,0,6,9,8,"02"
"411","0100100013312018890201",1.80029229253597,0,0,6,0,0,"02"
"412","0100100013312030890201",-1.43162610037519,0,0,6,0,6,"03"
"413","0100100013312030890301",2.13695871848606,0,0,6,16,12,"NT"
"414","0100100013312030890401",1.81695867819718,0,0,6,16,16,"04"
"415","0100100013312031890401",3.08174403982771,1,0,6,0,0,"NT"
"416","0100100013312031890501",0.672508998830393,1,0,6,0,0,"NT"
"417","0100100013505038830201",0.71415514641414,0,0,4,15,15,"02"
"418","0100100013505038830501",1.32492031772596,1,0,6,6,2,"02"
"419","0100100013505038830502",-1.39583893033016,1,0,6,9,9,"07"
"420","0100100013505042830101",3.99245690189902,1,0,3,3,6,"06"
"421","0100100013505042830102",-1.08589036712037,1,0,6,0,0,"07"
"422","0100100013505042830401",-0.606294534734663,1,0,6,3,9,"07"
"423","0100100013505049830201",2.67564088813805,0,0,6,0,7,"08"
"424","0100100013505049830301",-3.60994107290484,1,0,6,3,3,"02"
"425","0100100013505049830302",-2.56589097954578,1,0,6,0,3,"02"
"426","0100100013789006890101",-0.245032976097366,1,0,3,5,5,"08"
"427","0100100013789006900101",-1.70791150571179,1,0,6,6,3,"07"
"428","0100100013789006910101",2.78805586101689,1,0,6,9,6,"07"
"429","0100100013789015890301",-0.660132165735249,0,0,6,6,6,"04"
"430","0100100013789015900401",-3.28561303633958,1,0,6,0,0,"07"
"431","0100100013789015910301",-0.854363568977576,1,0,6,12,12,"05"
"432","0100100013789039890401",-0.569630820079691,1,0,6,0,0,"09"
"433","0100100013789039890501",2.42417758259013,1,0,6,6,6,"06"
"434","0100100013789039900201",0.0229118140706337,0,0,6,0,0,"08"
"435","0100100013789039910201",2.19391737167841,0,1,6,16,16,"05"
"436","0100100013878002850301",2.01649222519389,1,0,6,0,0,"NT"
"437","0100100013878002850401",5.72798619088795,1,0,6,6,6,"08"
"438","0100100013878002850501",-3.97772324468854,1,0,6,0,2,"04"
"439","0100100013878020850201",-1.62047650021281,0,0,6,0,0,"NT"
"440","0100100013878020850202",0.795125142842638,0,0,6,12,17,"03"
"441","0100100013878020850401",-4.16018166356233,0,0,6,0,6,"NT"
"442","0100100013878029850101",1.44443207709712,1,0,6,6,12,"04"
"443","0100100013878029850102",2.44667521638734,1,0,6,6,6,"07"
"444","0100100013878029850501",5.98160619238888,1,0,NA,9,6,"06"
"445","0100100013971014890101",4.08124197338664,1,1,6,0,0,"05"
"446","0100100013971014890102",1.07255942620173,1,0,6,0,0,"04"
"447","0100100013971014890201",1.78588773794703,0,0,4,19,16,"02"
"448","0100100013971033890401",-3.13851491697309,1,0,6,0,0,"05"
"449","0100100013971033890501",2.58446790687571,1,0,6,0,0,"06"
"450","0100100013971033890502",6.05546720785335,1,0,6,0,0,"NT"
"451","0100100013971034890201",3.77036099438047,0,0,6,9,9,"03"
"452","0100100013971034890301",-0.885068891056812,1,1,6,16,16,"03"
"453","0100100013971034890302",1.56674419986822,1,0,6,16,12,"08"
"454","0100400010108001830401",-0.631332722029022,0,0,6,6,3,"NT"
"455","0100400010108001850101",3.37761516473071,1,0,6,0,0,"NT"
"456","0100400010108001850201",5.30436939558768,0,0,3,3,3,"06"
"457","0100400010108001850501",-0.114250332962788,0,0,6,0,0,"06"
"458","0100400010108006830101",3.48827232888992,1,0,6,2,2,"07"
"459","0100400010108006830201",-2.00101815789122,0,0,6,1,1,"06"
"460","0100400010108006830202",-4.12009663066138,0,0,6,0,0,"06"
"461","0100400010108006830501",-2.27513270660503,1,0,6,6,2,"06"
"462","0100400010108022830301",-0.669968231891501,1,0,6,15,15,"02"
"463","0100400010108022830401",-0.631588299614909,0,0,6,9,6,"NT"
"464","0100400010108022850301",-3.50360674251916,0,0,6,6,6,"06"
"465","0100400010108022850302",3.89950769464644,1,0,6,0,12,"NT"
"466","0100400320000001890101",1.93439460407552,1,0,6,12,12,"04"
"467","0100400320000001890102",-0.404553082252763,1,0,6,3,3,"NT"
"468","0100400320000001890201",3.2074682365474,0,0,6,3,3,"06"
"469","0100400320000001890301",1.01271208047758,1,0,NA,3,3,"09"
"470","0100400320000001890401",0.510858371278053,1,0,6,3,3,"NT"
"471","0100400320000001890501",-1.04123934259132,1,0,6,3,3,"06"
"472","0100400320000001900101",3.80337014756789,1,0,6,17,12,"02"
"473","0100400320000001900201",0.10850858601211,0,0,6,12,9,"03"
"474","0100400320000001900202",0.10850858601211,0,0,6,0,0,"05"
"475","0100400320000001900301",1.14891830568963,1,0,6,9,3,"09"
"476","0100400320000001900401",-3.29090177053281,1,0,6,3,3,"06"
"477","0100400320000001900501",-2.21008017208994,0,0,6,9,6,"06"
"478","0100500010247003830301",-0.841072160381123,1,0,6,9,6,"07"
"479","0100500010247003840401",-6.58712661448389,1,0,NA,0,0,"06"
"480","0100500010247003850501",-2.93873392086461,1,1,2,2,1,"09"
"481","0100500010247009830101",3.34380302952065,1,0,6,0,6,"06"
"482","0100500010247009840201",-1.44312355729356,0,0,6,0,6,"07"
"483","0100500010247009850201",-2.10853362419321,0,0,6,0,0,"02"
"484","0100500010247026830501",-1.20788894054729,1,0,6,0,0,"03"
"485","0100500010247026840101",4.14018735550195,1,0,6,0,0,"07"
"486","0100500010247026850201",1.0682358446808,0,0,6,6,6,"NT"
"487","0100500010514001890501",-2.21994305284498,1,0,6,0,3,"06"
"488","0100500010514001900101",-1.57353165424339,1,0,6,0,0,"06"
"489","0100500010514001900201",-5.3915702634243,0,0,6,6,8,"08"
"490","0100500010514005890101",1.6579188933105,1,0,6,3,3,"07"
"491","0100500010514005890201",1.90515364748483,0,0,6,17,16,"05"
"492","0100500010514005890401",0.282465581401008,0,0,6,3,0,"07"
"493","0100500010514025890301",1.73967523103461,1,0,6,6,6,"07"
"494","0100500010514025890401",2.1404219871075,1,0,6,9,3,"07"
"495","0100500010514025900301",-0.897218721372905,1,0,6,2,6,"08"
"496","0100500010552009830201",2.26897726340838,0,0,6,0,0,"09"
"497","0100500010552009830501",-2.14193039054905,1,0,6,5,0,"09"
"498","0100500010552009850201",-3.21379335930024,0,0,6,6,6,"06"
"499","0100500010552009850501",-1.00000451497145,0,0,3,0,0,"06"
"500","0100500010552025830101",-1.22380457321183,1,0,6,14,0,"06"
"501","0100500010552025830401",-1.37602549430723,1,0,6,0,6,"09"
"502","0100500010552025850101",-2.53301986906749,1,0,6,6,6,"08"
"503","0100500010552025850301",-2.71718743222468,0,0,6,6,9,"07"
"504","0100500010552035830101",-1.22380457321183,1,0,6,3,2,"06"
"505","0100500010552035830301",-0.857789953078595,0,0,6,0,0,"03"
"506","0100500010552035850201",-3.15765881581837,0,0,6,0,0,"08"
"507","0100500010552035850401",-2.46749558864429,1,0,6,0,3,"NT"
"508","0100500410393019900101",-0.376924919874808,1,0,6,3,3,"06"
"509","0100500410393019900201",-1.91808141211383,0,0,6,0,3,"06"
"510","0100500410393019900501",-0.520176745231063,1,0,6,6,6,"08"
"511","0100500410393026890401",-1.08962617370712,1,0,6,0,5,"08"
"512","0100500410393026900201",-1.5951333769108,0,0,6,0,0,"07"
"513","0100500410393026900401",-2.33478801382493,1,0,6,9,6,"08"
"514","0100500410393029890101",5.2859523100235,0,1,6,3,3,"07"
"515","0100500410393029890201",2.64478617004513,0,0,NA,6,5,"04"
"516","0100500410393029900301",0.126693773531218,1,0,6,17,15,"04"
"517","0100500410393029900501",1.4510156686715,1,0,6,0,9,"NT"
"518","0100500660000001830101",0.682854747833066,1,0,6,2,2,"NT"
"519","0100500660000001830201",-1.02975242077643,0,0,6,6,6,"09"
"520","0100500660000001830301",-2.7571859867572,1,0,6,0,0,"06"
"521","0100500660000001830401",1.23626500953206,1,0,6,6,4,"07"
"522","0100500660000001830402",0.924891562926597,1,0,6,2,2,"07"
"523","0100500660000001830501",-0.322866516947138,1,0,6,6,4,"04"
"524","0100500660000001830502",1.10999856393457,0,0,6,0,0,"07"
"525","0100500660000001840101",-2.31440672770053,1,0,6,0,0,"07"
"526","0100500660000001840201",-2.31440672770053,0,0,6,6,6,"08"
"527","0100500660000001840301",-2.51570091665951,1,0,6,1,2,"07"
"528","0100500660000001840401",-2.2945216252939,1,0,6,2,5,"04"
"529","0100500660000001850101",-2.78874407842543,1,0,6,0,6,"07"
"530","0100500660000001850201",-3.31475490020039,0,0,6,0,0,"06"
"531","0100500660000001850203",-2.25623997163392,0,1,6,0,2,"06"
"532","0100500660000001850301",-0.846018072246138,1,0,6,0,6,"08"
"533","0100500660000001850501",4.80122359851328,0,0,6,6,6,"04"
"534","0100501090000001890101",-2.48444810578892,1,0,6,3,2,"06"
"535","0100501090000001890201",-0.620770536440759,0,0,6,0,0,"09"
"536","0100501090000001890302",0.965679991903454,0,0,6,6,2,"08"
"537","0100501090000001890401",0.527537046836312,1,0,6,0,0,"06"
"538","0100501090000001890501",2.40162062828671,0,0,6,0,0,"08"
"539","0100501090000001900101",-0.162707044988056,1,0,6,0,0,"09"
"540","0100501090000001900201",-4.24569482030841,0,0,6,0,0,"08"
"541","0100501090000001900202",0.916250392079924,0,0,6,6,6,"06"
"542","0100501090000001900401",-1.52934299307219,1,0,6,0,0,"06"
"543","0100501090000001900501",2.32207825660593,1,0,6,9,6,"04"
"544","0100600010051004830501",-1.13368670081208,1,0,NA,0,0,"06"
"545","0100600010051004840201",5.05673808481849,0,0,6,0,0,"02"
"546","0100600010051004850501",-2.93873392086461,1,0,6,1,3,"06"
"547","0100600010051006830101",1.21299585895109,1,0,6,2,0,"06"
"548","0100600010051006840101",3.25919913115803,0,0,6,0,0,"06"
"549","0100600010051006850201",-0.64515741635239,0,0,6,0,0,"06"
"550","0100600010051016830201",4.0981499734867,0,0,6,0,6,"NT"
"551","0100600010051016830301",4.46483864584952,0,0,6,12,12,"NT"
"552","0100600010051016830401",1.22809173293505,1,0,6,9,0,"05"
"553","0100600010051016840101",2.39607097323577,1,0,6,0,0,"09"
"554","0100600010051016850401",-3.39470626213483,1,0,6,0,6,"04"
"555","0100600010070002890101",-4.20145896203529,1,0,6,6,6,"07"
"556","0100600010070002890201",3.12704967586448,0,0,6,4,6,"06"
"557","0100600010070002890202",-0.217780211795325,0,0,6,3,6,"08"
"558","0100600010070007890101",-1.29566567868225,1,0,6,6,6,"09"
"559","0100600010070007890401",-5.10802944311358,0,0,6,9,9,"05"
"560","0100600010070007890501",-2.27513270660503,0,0,6,6,16,"02"
"561","0100600010070018890301",5.79448840539194,1,0,6,16,12,"02"
"562","0100600010070018890302",6.31577101534421,0,0,6,17,16,"02"
"563","0100600010070018890401",3.14491467050053,0,0,6,12,12,"02"
"564","0100600010117003850101",-2.0387790919973,1,0,6,0,6,"NT"
"565","0100600010117003850201",2.01182719788694,0,0,NA,2,5,"05"
"566","0100600010117003850501",-0.173660840474975,0,0,6,0,0,"02"
"567","0100600010117007830301",1.06482862264303,1,0,6,9,6,"04"
"568","0100600010117007850201",0.329231906201885,0,0,6,3,6,"06"
"569","0100600010117007850401",-0.530859602457371,0,0,6,6,6,"04"
"570","0100600010117019830101",2.0917117677216,1,0,6,3,2,"05"
"571","0100600010117019830102",5.90026610430662,1,0,6,3,3,"06"
"572","0100600010117019830201",2.01774343087307,0,0,6,3,6,"06"
"573","010060001023A004890401",3.99463288448018,1,0,6,9,6,"09"
"574","010060001023A004900101",-0.601119067243153,1,0,6,6,6,"06"
"575","010060001023A004900501",0.772153131281853,1,0,6,6,2,"NT"
"576","010060001023A010890501",0.587114753816131,1,0,6,0,0,"06"
"577","010060001023A048890201",1.9565196700469,0,0,6,12,16,"NT"
"578","010060001023A048890401",5.64791524274653,1,0,6,6,9,"NT"
"579","010060001023A048900301",-0.988620903121607,1,0,6,9,9,"06"
"580","0100700300148003830401",-2.49135016079302,1,0,6,3,2,"06"
"581","0100700300148003830501",-2.42867055416463,1,0,6,0,3,"04"
"582","0100700300148013850101",1.71799218254205,1,0,6,6,6,"04"
"583","0100700300148013850201",-0.803085316537629,0,0,6,6,6,"06"
"584","0100700300148013850501",0.444527039236231,1,0,6,0,6,"NT"
"585","0100700300148015830101",1.75891848129217,1,0,6,3,1,"06"
"586","0100700300148015830201",1.34910923804953,0,0,6,0,2,"04"
"587","0100700300256001890101",-1.50747315579451,1,0,6,0,3,"NT"
"588","0100700300256001890301",0.970397337781423,1,0,6,6,3,"08"
"589","0100700300256001900301",-3.71203983013299,1,0,6,9,9,"NT"
"590","0100700300256017890401",0.313238307299265,1,0,6,0,6,"NT"
"591","0100700300256017890402",2.34748378667019,0,0,6,6,4,"09"
"592","0100700300256017900201",-0.11046258102776,0,0,6,9,6,"NT"
"593","0100700300256017900202",1.33139120795257,0,0,6,0,6,"06"
"594","0100700300256031890101",-1.1219470627847,1,0,6,3,3,"09"
"595","0100700300256031890501",-0.487533705903811,1,0,3,0,0,"06"
"596","0100700300256031900501",0.646775051140434,1,0,1,6,6,"08"
"597","0200100010670004980201",1.72978822568669,0,0,3,0,0,"07"
"598","0200100010670004980401",4.09127375783657,0,0,6,0,0,"02"
"599","0200100010670004980501",-3.0559231143797,1,0,6,0,0,"NT"
"600","0200100010670006980101",4.32515501801482,1,0,3,0,0,"02"
"601","0200100010670006980102",2.96743301626169,1,0,6,4,4,"08"
"602","0200100010670014980301",3.85893929708276,0,0,6,8,8,"05"
"603","0200100010685011980201",0.394202422571637,0,0,6,6,6,"07"
"604","0200100010685011980401",1.30901470246432,1,0,6,0,0,"08"
"605","0200100010685011980501",-0.196362680361752,0,0,6,0,0,"NT"
"606","0200100010685027980101",-1.19737632328152,1,0,6,0,0,"09"
"607","0200100010685027980102",0.7717219704636,1,0,4,0,0,"08"
"608","0200100010685027980201",-0.282723795527995,0,0,6,0,0,"07"
"609","0200100010685033980101",-3.58675341365717,1,0,6,0,9,"09"
"610","0200100010685033980201",0.572423159741892,0,0,2,6,6,"07"
"611","0200100016025001980101",3.77076391429165,1,0,6,0,0,"NT"
"612","0200100016025001980201",4.01159383416715,0,0,6,16,16,"NT"
"613","0200100016025001980202",4.5867289535758,0,0,6,12,12,"NT"
"614","0200100016025001980501",5.02965922741711,1,0,1,9,6,"NT"
"615","0200100016025034980201",2.28520642245101,0,0,6,9,0,"NT"
"616","0200100016025034980301",-1.54298052353034,1,0,6,9,9,"NT"
"617","0200100016025034980302",1.89985380528836,1,0,6,9,9,"NT"
"618","0200100016025035980401",1.17263453856187,1,1,6,0,0,"NT"
"619","0200100016025035980501",1.69671740997601,1,0,6,0,0,"NT"
"620","0200100017790012980101",-1.10812152432102,1,0,6,0,0,"06"
"621","0200100017790012980102",-0.305613736534462,1,0,6,0,0,"09"
"622","0200100017790012980201",2.28450446414821,0,0,6,2,2,"08"
"623","0200100017790012980202",-2.88772221972612,0,0,1,2,3,"06"
"624","0200100017790012980401",-1.52784638657026,1,0,6,9,9,"07"
"625","0200100017790012980501",-2.06822948196603,1,0,6,6,6,"07"
"626","0200100017790028980201",-0.601371600348991,0,0,6,0,2,"NT"
"627","0200100017790028980301",-2.42623827515889,1,0,6,6,6,"02"
"628","0200100019759001980201",0.586162809825275,0,0,6,0,0,"NT"
"629","0200100019759001980301",-3.35284576234379,1,0,6,0,0,"NT"
"630","0200100019759001980401",-1.57457121878083,1,0,6,6,6,"NT"
"631","0200100019759001980501",-0.415708251640957,1,0,2,9,6,"NT"
"632","0200100019759002980101",-0.416806630093304,1,0,4,0,0,"04"
"633","0200100019759002980102",-0.396815516669848,1,0,6,2,0,"06"
"634","0200100019759002980201",-2.77432406715961,0,0,6,0,0,"NT"
"635","0200100019759002980401",-2.44413720021333,1,0,6,6,6,"09"
"636","0200100019759002980501",-2.12296070570447,1,0,3,0,6,"06"
"637","0200100019814005960101",1.19192151951194,1,0,1,12,12,"06"
"638","0200100019814005960401",-1.87747824702441,1,0,6,0,0,"06"
"639","0200100019814005960402",-6.45308827105319,1,0,2,0,0,"NT"
"640","0200100019814020950101",0.0983529246015422,1,0,6,3,4,"07"
"641","0200100019814020950301",-0.537943836972955,1,0,6,6,0,"04"
"642","0200100019814020950501",-2.1692190525448,0,0,6,0,0,"06"
"643","0200100019814025970201",4.93318806756023,0,0,6,0,2,"07"
"644","0200100019814025970202",-0.573098958669595,0,0,6,0,9,"06"
"645","0200100019814025970501",1.51309801402081,0,0,1,0,6,"NT"
"646","0200100607305010950501",-3.86826079721166,1,0,6,0,0,"06"
"647","0200100607305010960101",-2.10853362419321,1,0,6,0,0,"06"
"648","0200100607305010960102",-1.04282732948361,1,0,6,0,0,"NT"
"649","0200100607305010960201",-5.10733788620677,0,0,2,3,3,"08"
"650","0200100607305010970501",1.85982031873272,1,0,6,0,0,"NT"
"651","0200100607305030950201",-2.02143719771178,0,0,1,0,0,"NT"
"652","0200100607305030960301",-2.36547324285243,1,0,6,0,5,"NT"
"653","0200100607305030970201",-1.27411906368526,0,1,6,6,0,"06"
"654","0200100607305034950401",-3.08678108280617,1,1,6,0,0,"06"
"655","0200100607305034960401",-5.99169569247074,0,1,6,0,0,"06"
"656","0200100608676003950401",-3.22149207565983,1,1,6,0,0,"07"
"657","0200100608676003970301",-6.25753151843493,1,0,6,0,0,"06"
"658","0200100608676004960201",-3.50476983913799,0,1,6,0,0,"09"
"659","0200100608676004970201",-2.90814125954668,0,0,2,0,0,"NT"
"660","0200100608676016950101",-6.80506824115592,1,0,6,0,0,"NT"
"661","0200100608676016960101",-6.80506824115592,1,0,6,3,3,"04"
"662","0200100608676016960102",-0.651561663235256,1,0,6,6,5,"NT"
"663","0200100608750001950101",3.99103021060412,1,0,6,6,6,"08"
"664","0200100608750001960501",-1.2368297774608,1,1,6,0,0,"06"
"665","0200100608750003950501",-0.415708251640957,1,0,6,0,0,"06"
"666","0200100608750003960301",-3.50476983913799,1,0,6,0,0,"06"
"667","0200100608750003970301",-1.64032529140444,1,0,6,6,1,"08"
"668","0200100608750004950201",3.18646983717368,0,0,6,8,9,"04"
"669","0200100608750004950202",-2.2945216252939,0,0,6,0,0,"NT"
"670","0200100608750004970401",5.57954532084268,1,0,4,6,9,"07"
"671","0200101396059002950101",-4.31576998560131,1,0,6,0,0,"NT"
"672","0200101396059002950302",2.04183534849591,1,0,6,6,0,"NT"
"673","0200101396059002950401",-0.608071133680226,1,0,6,0,0,"NT"
"674","0200101396059002960101",-2.20820973505553,1,0,6,0,0,"07"
"675","0200101396059008950101",0.838306597931712,1,0,6,0,0,"02"
"676","0200101396059008950201",-3.17099613509584,0,1,6,0,0,"06"
"677","0200101396059008960201",0.542175666143502,0,0,6,0,3,"04"
"678","0200101396059008960401",-4.2151990683122,1,0,6,0,0,"NT"
"679","0200101396059008970501",-0.0866888415806999,1,0,3,0,0,"NT"
"680","0200101396059022950301",-6.02711453614806,0,0,6,2,4,"NT"
"681","0200101396059022950501",-5.45647830139694,0,0,6,0,0,"NT"
"682","0200101396059022960201",-3.12334663190048,0,0,6,3,3,"06"
"683","0200123640000001950101",-1.1775462263715,1,0,6,0,0,"06"
"684","0200123640000001950402",-0.521067466391559,1,0,6,6,6,"04"
"685","0200123640000001950501",-3.16183676843993,1,0,6,0,0,"06"
"686","0200123640000001950502",-3.94407966120246,1,0,6,0,0,"04"
"687","0200123640000001960201",0.521794380019107,0,0,6,0,0,"NT"
"688","0200123640000001960301",-1.19292026500263,1,0,6,12,8,"08"
"689","0200123640000001960401",2.25576277350356,1,0,6,3,3,"06"
"690","0200123640000001970102",-3.8760228534851,1,1,2,0,0,"NT"
"691","0200123640000001970201",-6.86997627912856,0,0,6,0,0,"06"
"692","0200123640000001970202",3.37712284600301,0,1,6,4,3,"NT"
"693","0200200010288005010202",2.90352958600915,0,0,3,6,9,"NT"
"694","0200200010288005010203",0.0229093979533292,0,0,4,6,0,"NT"
"695","0200200010288005010501",6.90144579944861,1,0,2,0,0,"06"
"696","0200200010288005020401",-0.557827496898436,1,0,6,0,0,"NT"
"697","0200200010288008010101",-1.38937353449196,1,0,6,0,0,"NT"
"698","0200200010288008010501",4.96581538005209,1,0,3,0,3,"06"
"699","0200200010288008020101",-1.00000451497145,1,0,6,0,0,"04"
"700","0200200010288008020501",-4.06226324518885,0,0,6,0,0,"NT"
"701","0200200010288008960402",6.1766508058901,1,0,6,12,9,"04"
"702","0200200010288019010201",5.14109367703765,0,0,6,2,0,"NT"
"703","0200200010288019020201",-2.85650974571867,0,0,NA,0,0,"NT"
"704","0200200010288019030301",0.138062454092591,1,0,1,0,6,"NT"
"705","020020001241A001110101",3.27120919194278,1,0,6,0,3,"NT"
